Timestamp, pos x, pos y, pos z, ori x, ori y, ori z, ori w
1.6046097456907855e+18,-6.880620684101e-03,5.299411805421e-02,1.769801462151e-01,-6.055533206581e-01,7.863274951681e-01,-7.471103664319e-02,9.701807659560e-02
1.6046097457109501e+18,1.934459359483e-02,5.298706409743e-02,1.819835901776e-01,-6.526697199661e-01,7.547942653325e-01,-4.291689723538e-02,4.965877155368e-02
1.6046097457322924e+18,1.931446380747e-02,5.291736382543e-02,1.820015266297e-01,-6.526594441400e-01,7.547974945417e-01,-4.284589816024e-02,4.980583519332e-02
1.604609745750861e+18,1.931446380747e-02,5.291736382543e-02,1.820015266297e-01,-6.526594441400e-01,7.547974945417e-01,-4.284589816024e-02,4.980583519332e-02
1.6046097457709097e+18,1.953387585296e-02,5.285531566953e-02,1.820499276012e-01,-6.526731258802e-01,7.548265467693e-01,-4.243635259423e-02,4.953615875855e-02
1.6046097457908593e+18,-3.316708089953e-03,5.280455926595e-02,1.779041903935e-01,-6.115624138877e-01,7.828421724485e-01,-7.027092083554e-02,9.061757357607e-02
1.604609745811696e+18,-3.316708089953e-03,5.280455926595e-02,1.779041903935e-01,-6.115624138877e-01,7.828421724485e-01,-7.027092083554e-02,9.061757357607e-02
1.6046097458308797e+18,-3.328941333830e-03,5.290528313981e-02,1.778691253046e-01,-6.115805424076e-01,7.828241886292e-01,-7.046033555404e-02,9.050343064806e-02
1.6046097458378552e+18,-3.328941333830e-03,5.290528313981e-02,1.778691253046e-01,-6.115805424076e-01,7.828241886292e-01,-7.046033555404e-02,9.050343064806e-02
1.6046097458725635e+18,-3.468622620544e-03,5.274582968810e-02,1.778873581287e-01,-6.115270015361e-01,7.828211748396e-01,-7.037391134930e-02,9.095739231328e-02
1.6046097458909286e+18,3.732322851619e-03,5.277244837541e-02,1.794491043708e-01,-6.248189919011e-01,7.744235417773e-01,-6.200825399509e-02,7.761689079872e-02
1.6046097459109798e+18,3.732322851619e-03,5.277244837541e-02,1.794491043708e-01,-6.248189919011e-01,7.744235417773e-01,-6.200825399509e-02,7.761689079872e-02
1.6046097459309468e+18,3.626597584258e-03,5.257925895637e-02,1.794889541020e-01,-6.247716703806e-01,7.744318956406e-01,-6.182623874518e-02,7.805840830383e-02
