Timestamp, x, y, z, w
1.6046097459378388e+18,-7.016060953313e-03,-1.538728599824e-03,-3.129656401102e-03,9.999693057558e-01
1.6046097459511416e+18,-7.526423920964e-03,-1.281150607630e-03,-3.054466433477e-03,9.999661903439e-01
1.6046097459579246e+18,-7.828751929019e-03,-1.139377464887e-03,-3.132016543656e-03,9.999638008121e-01
1.6046097459708588e+18,-7.634606292211e-03,-1.061299752373e-03,-3.105969737159e-03,9.999654690946e-01
1.6046097459778657e+18,-7.340755720493e-03,-1.195823906997e-03,-3.159706914994e-03,9.999673492484e-01
1.6046097459909804e+18,-6.925032173780e-03,-1.139012004992e-03,-3.192244479493e-03,9.999702776364e-01
1.604609745997981e+18,-6.660199642298e-03,-1.169503437765e-03,-3.150729829648e-03,9.999721730648e-01
1.6046097460109345e+18,-6.564175107867e-03,-1.129039797183e-03,-3.214708656322e-03,9.999726508873e-01
1.6046097460183598e+18,-6.804951960935e-03,-1.006608634802e-03,-3.174922022692e-03,9.999712992071e-01
1.6046097460310072e+18,-7.129394543956e-03,-8.094522792109e-04,-3.244169339641e-03,9.999689954622e-01
1.604609746039145e+18,-7.294874010192e-03,-7.201190785507e-04,-3.231946786727e-03,9.999679098659e-01
1.6046097460521733e+18,-7.283233942507e-03,-6.078306299182e-04,-3.202317423156e-03,9.999681645974e-01
1.6046097460581358e+18,-7.423300177158e-03,-6.231326038152e-04,-3.241977784566e-03,9.999669974056e-01
1.6046097460711332e+18,-7.471230301775e-03,-4.305340118783e-04,-3.178125281493e-03,9.999669468927e-01
1.6046097460779953e+18,-7.678755587247e-03,-2.390154421654e-04,-3.293059793449e-03,9.999650670606e-01
1.60460974609786e+18,-8.187181573669e-03,1.089874676613e-04,-3.354551903624e-03,9.999608518143e-01
1.604609746111347e+18,-8.267637089979e-03,1.924375633680e-04,-3.361042444263e-03,9.999601554754e-01
1.604609746118151e+18,-8.189987026118e-03,2.857783491635e-04,-3.385487711716e-03,9.999606896855e-01
1.6046097461322575e+18,-8.101982647279e-03,2.709890822492e-04,-3.428055980006e-03,9.999612656870e-01
1.6046097461403569e+18,-8.089052648034e-03,1.032202617124e-04,-3.348819850297e-03,9.999616702546e-01
1.6046097461582162e+18,-8.359708982986e-03,5.552682515425e-05,-3.458317420668e-03,9.999590752741e-01
1.60460974617091e+18,-8.234678753790e-03,1.281336608620e-04,-3.605578523228e-03,9.999595859089e-01
1.604609746177883e+18,-8.292640608316e-03,2.176548839678e-04,-3.606674367725e-03,9.999590874821e-01
1.604609746191183e+18,-8.092526502572e-03,2.826051448742e-04,-3.643173442143e-03,9.999605784412e-01
1.6046097461984883e+18,-7.803418098741e-03,3.735965746747e-04,-3.634069815001e-03,9.999628796251e-01
1.6046097462107848e+18,-7.544880949733e-03,2.710180560939e-04,-3.567814898164e-03,9.999651354010e-01
1.6046097462178445e+18,-7.669879889709e-03,4.209218761775e-05,-3.584715761706e-03,9.999641598496e-01
1.6046097462308644e+18,-7.811871325615e-03,-9.096804224228e-05,-3.534561025809e-03,9.999632359590e-01
1.6046097462428792e+18,-7.910651974260e-03,-2.594770728677e-04,-3.570090950107e-03,9.999623036433e-01
1.6046097462520535e+18,-7.975368379071e-03,-2.532696088474e-04,-3.558753117823e-03,9.999618315866e-01
1.6046097462579515e+18,-7.895804986424e-03,-3.178148660454e-04,-3.530556866173e-03,9.999625445113e-01
1.6046097462711542e+18,-7.771798748003e-03,-2.430430811034e-04,-3.537553385585e-03,9.999635122295e-01
1.6046097462779348e+18,-7.604806090085e-03,-1.248662889274e-04,-3.450562322917e-03,9.999651218680e-01
1.6046097462908557e+18,-7.566430785787e-03,-1.898366503392e-04,-3.480360321520e-03,9.999652994876e-01
1.604609746297895e+18,-7.715688283615e-03,-2.439031452008e-04,-3.438676955240e-03,9.999642914456e-01
1.604609746312523e+18,-8.010260189715e-03,-4.424019541281e-04,-3.491824137608e-03,9.999617228556e-01
1.60460974631878e+18,-8.210925130725e-03,-4.339564598678e-04,-3.551082682449e-03,9.999598902966e-01
1.604609746337782e+18,-8.388225613146e-03,-5.957568844831e-04,-3.614892962100e-03,9.999581067693e-01
1.6046097463565786e+18,-8.195132697161e-03,-8.502339418470e-04,-3.602122424380e-03,9.999595699909e-01
1.6046097463579136e+18,-8.244557819567e-03,-1.075361989009e-03,-3.614935084183e-03,9.999589007091e-01
1.6046097463729444e+18,-8.119112253034e-03,-1.368012944116e-03,-3.593398153084e-03,9.999596472091e-01
1.6046097463816886e+18,-7.976679709862e-03,-1.641413246131e-03,-3.676048015891e-03,9.999600817104e-01
1.6046097463908575e+18,-7.671342131872e-03,-1.847613371384e-03,-3.705297863450e-03,9.999620030794e-01
1.6046097463978854e+18,-7.414420098820e-03,-2.090816209069e-03,-3.794817869906e-03,9.999631264299e-01
1.6046097464111726e+18,-7.095985912137e-03,-2.158299158595e-03,-3.742260611322e-03,9.999654915117e-01
1.6046097464178527e+18,-6.961268989735e-03,-2.126323808707e-03,-3.796377362073e-03,9.999663029323e-01
1.6046097464307791e+18,-6.774737378162e-03,-2.351575810276e-03,-3.709638859719e-03,9.999674052709e-01
1.6046097464401283e+18,-6.817725543045e-03,-2.627461952097e-03,-3.715581760290e-03,9.999664041928e-01
1.6046097464521446e+18,-6.927435863940e-03,-2.914362403555e-03,-3.741965830622e-03,9.999647567869e-01
1.60460974645862e+18,-6.863409620366e-03,-3.161337647389e-03,-3.754061754354e-03,9.999644026529e-01
1.6046097464708664e+18,-6.377254989656e-03,-3.280528691325e-03,-3.818462050655e-03,9.999669935042e-01
1.6046097464780252e+18,-6.007973870320e-03,-3.414468527020e-03,-3.788875011752e-03,9.999689445582e-01
1.604609746490788e+18,-5.716935993575e-03,-3.544305665081e-03,-3.796798787053e-03,9.999701689846e-01
1.6046097464986232e+18,-5.510802346912e-03,-3.691452411264e-03,-3.750858555266e-03,9.999709672269e-01
1.604609746517927e+18,-5.239633440641e-03,-4.074586811471e-03,-3.753218948702e-03,9.999709282430e-01
1.6046097465324193e+18,-5.236623723755e-03,-4.270743806683e-03,-3.745084398230e-03,9.999701559857e-01
1.604609746543917e+18,-5.207095686636e-03,-4.450831419643e-03,-3.809569271833e-03,9.999692812463e-01
1.6046097465509363e+18,-5.185433503034e-03,-4.589562360176e-03,-3.763797779993e-03,9.999689400291e-01
1.6046097465588667e+18,-5.005934693606e-03,-4.588126961976e-03,-3.807335304747e-03,9.999696964942e-01
1.6046097465712625e+18,-5.260746561711e-03,-4.782941139238e-03,-3.760847409935e-03,9.999676515000e-01
1.6046097465780027e+18,-5.067101625816e-03,-4.914270525231e-03,-3.748540485601e-03,9.999680609252e-01
1.6046097465907896e+18,-4.838062622317e-03,-5.083227371949e-03,-3.765610014363e-03,9.999682865625e-01
1.6046097465997937e+18,-4.553165890586e-03,-5.253646732496e-03,-3.751280105541e-03,9.999687974002e-01
1.604609746611087e+18,-4.152638217899e-03,-5.384901746908e-03,-3.841980222177e-03,9.999694983433e-01
1.6046097466178883e+18,-3.741059976562e-03,-5.542933696671e-03,-3.833677262694e-03,9.999702911962e-01
1.6046097466312156e+18,-3.393687685637e-03,-5.709174776563e-03,-3.926821570214e-03,9.999702336968e-01
1.6046097466417585e+18,-3.259826984422e-03,-5.747989053475e-03,-3.835700362750e-03,9.999708103503e-01
1.604609746657872e+18,-2.867572654034e-03,-5.702405769418e-03,-3.765567853493e-03,9.999725396701e-01
1.60460974667796e+18,-2.290222003175e-03,-5.578512147203e-03,-3.801477076526e-03,9.999745916059e-01
1.604609746690856e+18,-1.783208134825e-03,-5.728706330664e-03,-3.733452132741e-03,9.999750314021e-01
1.604609746697895e+18,-1.289088321389e-03,-5.893724889353e-03,-3.789380883297e-03,9.999746211033e-01
1.6046097467130588e+18,-9.111547396365e-04,-5.805874533727e-03,-3.723968959074e-03,9.999757965437e-01
1.604609746717873e+18,-3.598438555037e-04,-5.846384779241e-03,-3.695857041346e-03,9.999760151814e-01
1.604609746732139e+18,-1.568116315673e-04,-5.814417590275e-03,-3.613080761785e-03,9.999765565280e-01
1.6046097467427315e+18,-4.662099975743e-05,-5.764972362468e-03,-3.534097530670e-03,9.999771362760e-01
1.6046097467519567e+18,1.722591051146e-04,-5.642689429518e-03,-3.542189657426e-03,9.999777913910e-01
1.604609746757881e+18,3.967864036499e-04,-5.562252488271e-03,-3.476440670656e-03,9.999784089009e-01
1.604609746770974e+18,6.656081911071e-04,-5.437128099997e-03,-3.573631124683e-03,9.999786116534e-01
1.604609746777844e+18,9.098812963683e-04,-5.336001663012e-03,-3.534561095258e-03,9.999791028217e-01
1.604609746791051e+18,1.220324073935e-03,-5.128853371885e-03,-3.577171449356e-03,9.999797045524e-01
1.6046097467993526e+18,1.192126904188e-03,-4.924288954469e-03,-3.506280625245e-03,9.999810179238e-01
1.6046097468133732e+18,1.280498615654e-03,-4.722646823377e-03,-3.456673723697e-03,9.999820540075e-01
1.6046097468178217e+18,1.243948000267e-03,-4.533513215503e-03,-3.448918485482e-03,9.999830022618e-01
1.6046097468321024e+18,1.292817179686e-03,-4.475375366886e-03,-3.452922641701e-03,9.999831883408e-01
1.6046097468382671e+18,1.558387065844e-03,-4.573302805737e-03,-3.537806313101e-03,9.999820699681e-01
1.6046097468578721e+18,1.970812108302e-03,-4.318666852937e-03,-3.598455543501e-03,9.999822579096e-01
1.604609746871967e+18,2.013410265018e-03,-3.972773537685e-03,-3.521495479011e-03,9.999838810296e-01
1.604609746877943e+18,1.843914753196e-03,-3.751872710293e-03,-3.520315381920e-03,9.999850652931e-01
1.604609746891875e+18,1.601692452273e-03,-3.492185634095e-03,-3.512602488546e-03,9.999864503305e-01
1.6046097468980045e+18,1.487530636295e-03,-3.422474850851e-03,-3.508177257580e-03,9.999868832194e-01
1.604609746912071e+18,1.615306702898e-03,-3.386438364425e-03,-3.585853699032e-03,9.999865321457e-01
1.604609746919527e+18,1.640898503725e-03,-3.483157438138e-03,-3.524403643278e-03,9.999863767299e-01
1.604609746933689e+18,1.791342484661e-03,-3.462524062308e-03,-3.592428628816e-03,9.999859481392e-01
1.6046097469378668e+18,1.660237691919e-03,-3.302387801456e-03,-3.516943565043e-03,9.999869843921e-01
1.6046097469519672e+18,1.708173870488e-03,-3.194989204196e-03,-3.449382308485e-03,9.999874878956e-01
1.6046097469578598e+18,1.347390138225e-03,-3.059735662083e-03,-3.387299880440e-03,9.999886743144e-01
1.6046097469709524e+18,1.153532779754e-03,-2.854579032922e-03,-3.294619034165e-03,9.999898330614e-01
1.604609746977846e+18,9.243213214179e-04,-2.726455578527e-03,-3.368923820342e-03,9.999901811630e-01
1.6046097469914573e+18,1.014250305021e-03,-2.665711801875e-03,-3.277212428856e-03,9.999905625333e-01
1.6046097469978908e+18,8.754810330778e-04,-2.625790481666e-03,-3.348145438151e-03,9.999905642952e-01
1.6046097470108086e+18,8.132633193563e-04,-2.157798911115e-03,-3.242019694103e-03,9.999920858762e-01
1.6046097470178685e+18,7.041770040720e-04,-2.018181015104e-03,-3.195826805832e-03,9.999926088583e-01
1.6046097470308204e+18,3.219213853017e-04,-1.769566878555e-03,-3.116969888678e-03,9.999935247282e-01
1.6046097470378186e+18,-4.382432660997e-05,-1.641887964271e-03,-3.018304450660e-03,9.999940960434e-01
1.6046097470520556e+18,-4.246667193642e-04,-1.510951864896e-03,-3.041780001125e-03,9.999941421114e-01
1.6046097470580122e+18,-5.430949569101e-04,-1.536257225442e-03,-2.967475365136e-03,9.999942695094e-01
1.604609747070977e+18,-6.498516695380e-04,-1.703580093085e-03,-3.014805984514e-03,9.999937932070e-01
1.604609747077839e+18,-9.292732495730e-04,-1.460291785759e-03,-2.958287177553e-03,9.999941262508e-01
1.6046097470916416e+18,-1.101768020825e-03,-1.411290880549e-03,-2.902484922771e-03,9.999941849564e-01
1.6046097470978342e+18,-1.495127903308e-03,-1.045027615059e-03,-2.877449484616e-03,9.999941963803e-01
1.6046097471109924e+18,-1.716032676541e-03,-9.530474772214e-04,-2.805799916497e-03,9.999941371924e-01
1.6046097471188498e+18,-2.116849282428e-03,-7.238963054426e-04,-2.883813739003e-03,9.999933392486e-01
1.6046097471308808e+18,-2.138175084783e-03,-5.158956846151e-04,-2.855575339878e-03,9.999935038531e-01
1.6046097471433649e+18,-1.963610200455e-03,-6.839460124484e-04,-2.995713527932e-03,9.999933510545e-01
1.6046097471508613e+18,-2.174756529706e-03,-3.286279215522e-04,-2.904886983960e-03,9.999933620126e-01
1.604609747157796e+18,-2.287541361933e-03,-3.927583323447e-04,-2.895530643675e-03,9.999931143751e-01
1.6046097471711293e+18,-2.347971862199e-03,-1.767994371017e-04,-2.911546327422e-03,9.999929893095e-01
1.6046097471815322e+18,-2.422564246055e-03,-3.275909821370e-04,-2.815915176303e-03,9.999930472200e-01
1.6046097471944282e+18,-2.714196110274e-03,-1.835731437330e-04,-2.924906884357e-03,9.999920221482e-01
1.6046097471978532e+18,-2.832935947375e-03,-9.188243346958e-05,-2.909186180788e-03,9.999917512996e-01
1.6046097472123313e+18,-3.063569786295e-03,-5.163219418007e-05,-3.004648821522e-03,9.999907919375e-01
1.6046097472177815e+18,-3.289213328538e-03,1.492892414937e-04,-2.971310680099e-03,9.999901650023e-01
1.6046097472308001e+18,-3.899964180403e-03,1.857544916721e-04,-2.949815697189e-03,9.999880271093e-01
1.6046097472379359e+18,-4.376358727144e-03,2.660610190447e-04,-2.901641745355e-03,9.999861784900e-01
1.604609747252039e+18,-4.831411775021e-03,1.174756103168e-04,-2.832310265697e-03,9.999843107161e-01
1.6046097472578222e+18,-5.195823983650e-03,2.202370403090e-05,-2.860548761833e-03,9.999824099397e-01
1.6046097472712172e+18,-5.354289799518e-03,7.993067157035e-05,-2.863119589466e-03,9.999815636991e-01
1.6046097472779876e+18,-5.445296096705e-03,1.108088356196e-04,-2.907078782556e-03,9.999809425008e-01
1.6046097472978486e+18,-5.614860085082e-03,3.730565709205e-04,-2.872687028397e-03,9.999800407229e-01
1.6046097473109704e+18,-5.827108723087e-03,6.166268366341e-04,-2.873108533256e-03,9.999787046846e-01
1.6046097473179128e+18,-6.143884529596e-03,7.520950112200e-04,-2.794757433118e-03,9.999769379175e-01
1.6046097473377564e+18,-6.987567796317e-03,9.402217256150e-04,-2.813554872164e-03,9.999711864791e-01
1.604609747351813e+18,-7.109804423493e-03,1.097752844147e-03,-2.886890480636e-03,9.999699552902e-01
1.6046097473578642e+18,-7.334528505567e-03,1.396159184238e-03,-2.878461261332e-03,9.999679844335e-01
1.604609747377835e+18,-7.561580940802e-03,1.684907533548e-03,-2.819371296298e-03,9.999660167855e-01
1.604609747390892e+18,-7.377508552996e-03,1.729788005797e-03,-2.785274504233e-03,9.999674106924e-01
1.6046097474030403e+18,-7.361267349166e-03,1.817637551624e-03,-2.795221217595e-03,9.999673468044e-01
1.6046097474151813e+18,-7.344062786971e-03,1.680582157508e-03,-2.780596103357e-03,9.999677538154e-01
1.6046097474178278e+18,-7.350941653656e-03,1.781781028150e-03,-2.818443987650e-03,9.999674221127e-01
1.604609747430805e+18,-7.376298626660e-03,1.827095404664e-03,-2.781396802084e-03,9.999672573504e-01
1.604609747438678e+18,-7.317662210160e-03,1.873189702323e-03,-2.774695411482e-03,9.999676214986e-01
1.6046097474591245e+18,-7.449770508725e-03,1.802119868573e-03,-2.640542178011e-03,9.999671398703e-01
1.6046097474717317e+18,-7.734143100058e-03,1.928521123551e-03,-2.648212759057e-03,9.999647247808e-01
1.604609747477922e+18,-7.878383620867e-03,1.949355540614e-03,-2.660393260023e-03,9.999635260309e-01
1.604609747490752e+18,-8.274998365182e-03,2.018131639491e-03,-2.700348495163e-03,9.999600790355e-01
1.6046097475012818e+18,-8.269299368588e-03,2.072492769827e-03,-2.704858115602e-03,9.999600028022e-01
1.6046097475178314e+18,-8.574042797674e-03,2.184621573937e-03,-2.618120008582e-03,9.999574284270e-01
1.604609747531095e+18,-8.821854819561e-03,2.035019459122e-03,-2.540232753791e-03,9.999557894182e-01
1.6046097475377708e+18,-8.952565778451e-03,1.977400051062e-03,-2.537619578213e-03,9.999547499472e-01
1.6046097475517553e+18,-9.061372973665e-03,1.986984472315e-03,-2.532941232913e-03,9.999537627417e-01
1.6046097475579686e+18,-8.550713186883e-03,2.013809211328e-03,-2.572643457132e-03,9.999581048134e-01
1.604609747570883e+18,-8.378428190308e-03,2.078511232869e-03,-2.542002734674e-03,9.999595091574e-01
1.6046097475778163e+18,-8.093148359213e-03,1.978271212365e-03,-2.518821965450e-03,9.999621207469e-01
1.6046097475909998e+18,-7.885167184351e-03,2.162507921349e-03,-2.456866104950e-03,9.999635550893e-01
1.6046097475986074e+18,-7.774147553886e-03,2.205869904313e-03,-2.388377612229e-03,9.999644955798e-01
1.6046097476108122e+18,-7.949946584612e-03,2.323310097464e-03,-2.408523780289e-03,9.999627991044e-01
1.6046097476178522e+18,-8.138867540226e-03,2.432293849844e-03,-2.385848683605e-03,9.999610744963e-01
1.6046097476307722e+18,-8.113160436550e-03,2.661179047940e-03,-2.397692094342e-03,9.999606721399e-01
1.6046097476394092e+18,-8.216146835351e-03,2.586237539319e-03,-2.342774631835e-03,9.999601580631e-01
1.6046097476547768e+18,-8.085019978927e-03,2.506615956346e-03,-2.298014741845e-03,9.999615334885e-01
1.604609747658535e+18,-8.207893542413e-03,2.325201771007e-03,-2.271715115787e-03,9.999610308561e-01
1.6046097476708887e+18,-8.083310917502e-03,2.319736557683e-03,-2.213341776410e-03,9.999621892977e-01
1.60460974767792e+18,-8.293475616876e-03,2.152600203698e-03,-2.264255106142e-03,9.999607280905e-01
1.6046097476908073e+18,-8.370738108498e-03,2.285256350170e-03,-2.254181941185e-03,9.999598126978e-01
1.6046097476978268e+18,-8.469085978345e-03,2.327952710797e-03,-2.317528610449e-03,9.999587412889e-01
1.6046097477109312e+18,-8.450007171362e-03,2.464368379687e-03,-2.290976244884e-03,9.999586369921e-01
1.604609747718267e+18,-8.233406049812e-03,2.411488600325e-03,-2.303072416720e-03,9.999605450241e-01
1.6046097477311503e+18,-7.967027043887e-03,2.362933999436e-03,-2.304716032881e-03,9.999628149621e-01
1.6046097477392092e+18,-7.896844170957e-03,2.479394800049e-03,-2.276140477471e-03,9.999631551403e-01
1.6046097477508444e+18,-7.890522845790e-03,2.434783046549e-03,-2.351541052653e-03,9.999631401884e-01
1.604609747757851e+18,-7.989537268855e-03,2.511962345570e-03,-2.333165209105e-03,9.999622061256e-01
1.6046097477784433e+18,-7.722412048700e-03,2.464246470050e-03,-2.297719667076e-03,9.999645055330e-01
1.604609747798473e+18,-7.500293380509e-03,2.464215898810e-03,-2.253718405348e-03,9.999662964283e-01
1.604609747810744e+18,-7.506148247477e-03,2.528070704462e-03,-2.156864970698e-03,9.999663066976e-01
1.6046097478178289e+18,-7.561147582559e-03,2.536524331813e-03,-2.254982883861e-03,9.999656544821e-01
1.6046097478389837e+18,-7.139938417992e-03,2.459510574136e-03,-2.236775350412e-03,9.999689839806e-01
1.6046097478578422e+18,-6.486989230412e-03,2.265458027890e-03,-2.219747961919e-03,9.999739293550e-01
1.6046097478718633e+18,-6.434037752818e-03,2.130494860875e-03,-2.315463548344e-03,9.999743510603e-01
1.604609747877839e+18,-6.317760499291e-03,2.259855817575e-03,-2.233361420539e-03,9.999749952127e-01
1.6046097478908124e+18,-6.194809478993e-03,2.165589310902e-03,-2.325410156080e-03,9.999757632193e-01
1.6046097478979848e+18,-6.057683245085e-03,2.138816132074e-03,-2.286719293981e-03,9.999767501568e-01
1.6046097479120947e+18,-5.580317796039e-03,2.017836775569e-03,-2.312934675689e-03,9.999797191550e-01
1.6046097479178435e+18,-5.338982037433e-03,2.036705082518e-03,-2.351372622888e-03,9.999809088928e-01
1.6046097479319194e+18,-5.145878108625e-03,2.003377367704e-03,-2.255193409757e-03,9.999822101019e-01
1.6046097479382377e+18,-5.217576831444e-03,2.038479672134e-03,-2.304083833803e-03,9.999816561769e-01
1.6046097479509197e+18,-5.284078129100e-03,2.197972160627e-03,-2.161880302023e-03,9.999812866800e-01
1.6046097479578255e+18,-5.339847192749e-03,2.108348529160e-03,-2.138657546408e-03,9.999812333451e-01
1.6046097479708861e+18,-5.175946526060e-03,1.846767357642e-03,-2.125423381302e-03,9.999826406510e-01
1.6046097479795617e+18,-5.140152906772e-03,1.583494744216e-03,-2.054068736370e-03,9.999834259497e-01
1.6046097479908014e+18,-4.844084978226e-03,1.419835198302e-03,-2.128078530474e-03,9.999849949827e-01
1.6046097480009244e+18,-4.696090253650e-03,1.265540198825e-03,-2.063804578841e-03,9.999860428301e-01
1.6046097480112445e+18,-4.454903171147e-03,1.222245359871e-03,-2.147634679084e-03,9.999870237255e-01
1.6046097480180524e+18,-4.401606540382e-03,1.176085561042e-03,-2.164367073343e-03,9.999872790180e-01
1.6046097480308375e+18,-3.991574946977e-03,1.129323498976e-03,-2.192858401010e-03,9.999889916044e-01
1.6046097480378202e+18,-3.745766427488e-03,9.555057706963e-04,-2.269354913829e-03,9.999899530850e-01
1.6046097480578094e+18,-3.186275982991e-03,1.122666015770e-03,-2.286171504581e-03,9.999916803085e-01
1.6046097480908252e+18,-3.172926178799e-03,1.168052972019e-03,-2.249925188700e-03,9.999917529802e-01
1.6046097481109655e+18,-3.029986494387e-03,9.073493730196e-04,-2.281071734704e-03,9.999923962764e-01
1.6046097481178575e+18,-2.798378795485e-03,8.772478901135e-04,-2.178991888798e-03,9.999933257310e-01
1.6046097481309898e+18,-3.132728491671e-03,7.843844605526e-04,-2.224257782260e-03,9.999923116857e-01
1.6046097481377577e+18,-3.457138033931e-03,7.892831665998e-04,-2.063172417778e-03,9.999915842387e-01
1.604609748158086e+18,-3.810224398200e-03,6.568186219209e-04,-2.118806350460e-03,9.999902806723e-01
1.6046097481708726e+18,-3.863977567334e-03,5.499370092635e-04,-2.095456979246e-03,9.999901881052e-01
1.6046097481831503e+18,-3.825951572510e-03,5.701928517823e-04,-2.196272245395e-03,9.999901066325e-01
1.6046097481928046e+18,-3.569399588318e-03,6.700302034116e-04,-2.195850875142e-03,9.999909943020e-01
1.6046097481978427e+18,-3.420702919157e-03,6.702016997700e-04,-2.238756186226e-03,9.999914187592e-01
1.6046097482109212e+18,-3.538263660505e-03,6.439079974189e-04,-2.287140776148e-03,9.999909174887e-01
1.6046097482177969e+18,-3.365622652917e-03,6.638003308961e-04,-2.277615622144e-03,9.999915221742e-01
1.6046097482308178e+18,-2.951505014647e-03,4.957689175513e-04,-2.375143422859e-03,9.999927007359e-01
1.6046097482473124e+18,-2.527347621185e-03,3.810379428619e-04,-2.349475913870e-03,9.999939736254e-01
1.6046097482638083e+18,-2.153106009414e-03,4.702035794620e-04,-2.353100708961e-03,9.999948029666e-01
1.6046097482708972e+18,-2.261883276924e-03,4.594563709347e-04,-2.333123056644e-03,9.999946146458e-01
1.6046097482778458e+18,-2.247296211364e-03,5.032694425706e-04,-2.299532128038e-03,9.999947042518e-01
1.6046097482914831e+18,-2.283474754279e-03,3.897865657123e-04,-2.301639387365e-03,9.999946681186e-01
1.604609748297848e+18,-2.129726154936e-03,3.050816749918e-04,-2.318793038099e-03,9.999949971827e-01
1.6046097483113293e+18,-1.927220107174e-03,2.288436277488e-04,-2.323092015685e-03,9.999954183379e-01
1.6046097483271409e+18,-1.891354133977e-03,1.050117487221e-04,-2.360012659322e-03,9.999954210357e-01
1.6046097483316024e+18,-1.831034104424e-03,3.311458125573e-05,-2.334598228773e-03,9.999955979246e-01
1.6046097483378504e+18,-2.093023070130e-03,1.453997917712e-04,-2.262105603614e-03,9.999952404845e-01
1.6046097483578079e+18,-2.073372015986e-03,-2.024648200388e-04,-2.332575220728e-03,9.999951096027e-01
1.604609748378213e+18,-2.178661338088e-03,-1.240356976220e-04,-2.436804183116e-03,9.999946500033e-01
1.6046097483914593e+18,-2.225960741021e-03,-1.032638891551e-05,-2.479077494976e-03,9.999944495681e-01
1.6046097483978045e+18,-2.333957310816e-03,-6.749644701949e-05,-2.489066351696e-03,9.999941763011e-01
1.6046097484107607e+18,-2.462685450214e-03,4.020002734967e-06,-2.460870254549e-03,9.999939396225e-01
1.6046097484178332e+18,-2.609610688370e-03,-1.070150494979e-04,-2.477813291274e-03,9.999935194396e-01
1.6046097484307878e+18,-2.449715382611e-03,-2.449045395929e-04,-2.477265179001e-03,9.999939010182e-01
1.604609748437797e+18,-2.441618702446e-03,-3.590333484789e-04,-2.531887535018e-03,9.999937495498e-01
1.6046097484548303e+18,-2.414063522477e-03,-3.577417977026e-04,-2.469510336815e-03,9.999939729002e-01
1.6046097484627548e+18,-2.489601873353e-03,-3.827607971063e-04,-2.472123361516e-03,9.999937719720e-01
1.604609748471054e+18,-2.431118213774e-03,-3.307775811550e-04,-2.388166709213e-03,9.999941384379e-01
1.6046097484815944e+18,-2.367233519217e-03,-3.120883530887e-04,-2.379358146590e-03,9.999943187144e-01
1.6046097484908467e+18,-2.420879934339e-03,-3.064845486004e-04,-2.417669612258e-03,9.999941001232e-01
1.6046097484978278e+18,-2.070967654005e-03,-3.895623874554e-04,-2.453620757612e-03,9.999947695260e-01
