Timestamp, vel x, vel y, vel z
1.604609763150167e+18,5.502929538488e-02,-7.256708294153e-02,1.438021380454e-02
1.604609763170013e+18,5.706391483545e-02,-7.287712395191e-02,1.631095632911e-02
1.6046097631894945e+18,5.897881090641e-02,-7.113707065582e-02,1.799682155252e-02
1.604609763232874e+18,5.921624973416e-02,-6.831039488316e-02,1.891916804016e-02
1.6046097632537946e+18,5.785518884659e-02,-6.612141430378e-02,1.831019856036e-02
1.604609763269391e+18,5.922735482454e-02,-6.248376518488e-02,1.693505980074e-02
1.604609763289461e+18,6.231261044741e-02,-5.913819372654e-02,1.826948672533e-02
1.604609763309642e+18,6.291470676661e-02,-5.735474452376e-02,2.007345668972e-02
1.6046097633294052e+18,6.194202601910e-02,-5.657821893692e-02,2.275935001671e-02
1.604609763349518e+18,6.074128672481e-02,-5.380404368043e-02,2.312675118446e-02
1.6046097633694817e+18,6.034592911601e-02,-5.277846381068e-02,2.220899239182e-02
1.604609763389437e+18,5.940325558186e-02,-4.849864542484e-02,2.183987386525e-02
1.6046097634094356e+18,5.919763073325e-02,-4.745240136981e-02,2.216463908553e-02
1.6046097634295373e+18,6.051212549210e-02,-4.805731773376e-02,2.033002302051e-02
1.6046097634522665e+18,6.012479960918e-02,-5.079857259989e-02,2.044035121799e-02
1.6046097634694356e+18,5.849004164338e-02,-5.043088644743e-02,1.911141723394e-02
1.6046097634914284e+18,5.705754458904e-02,-4.960012435913e-02,2.052092552185e-02
1.6046097635125906e+18,5.581812560558e-02,-4.602094739676e-02,2.094648405910e-02
1.6046097635296067e+18,5.615061521530e-02,-4.267252236605e-02,2.083578705788e-02
1.6046097635576978e+18,5.935008078814e-02,-4.002689197659e-02,2.304988540709e-02
1.6046097635694236e+18,6.220088154078e-02,-3.933021798730e-02,2.605090290308e-02
1.6046097635898606e+18,6.095273792744e-02,-3.959141671658e-02,2.673189714551e-02
1.604609763609845e+18,5.900743976235e-02,-3.949470818043e-02,2.409645915031e-02
1.604609763629432e+18,5.801393836737e-02,-3.826637566090e-02,2.143146097660e-02
1.60460976365247e+18,5.860651284456e-02,-3.183640912175e-02,2.219410985708e-02
1.6046097636695112e+18,5.977436155081e-02,-2.797359228134e-02,2.586733363569e-02
1.6046097636894395e+18,5.881326273084e-02,-2.965884655714e-02,2.640915848315e-02
