Timestamp, acc x, acc y, acc z, angular vel x, angular vel y, angular vel z
1.565968679939855e+18,-6.611824804042e-02,8.354511145166e-01,9.929526547804e+00,-3.217361867428e-03,4.584079235792e-02,5.326885730028e-02
1.5659686799410227e+18,-5.170447782222e-03,8.102100287421e-01,9.911610714390e+00,-8.656858652830e-02,7.910468429327e-02,-1.141573116183e-02
1.5659686799439675e+18,-2.154155202733e-02,8.454332732821e-01,9.920757434170e+00,1.128368638456e-02,-1.246119439602e-01,-6.690509617329e-02
1.5659686799514703e+18,8.452198103648e-03,8.466404000513e-01,9.886812629015e+00,1.505298465490e-01,-6.884434819221e-02,3.089253231883e-02
1.565968679952557e+18,7.035169481246e-02,8.202162262890e-01,9.955933258743e+00,-1.333011388779e-01,1.628443598747e-02,-2.113289944828e-02
1.5659686799539308e+18,4.530129356595e-02,8.179559963101e-01,9.883040074730e+00,1.347505152225e-01,-7.120869308710e-02,-3.931663185358e-02
1.565968679956003e+18,6.336417271668e-02,8.403970389847e-01,9.948025741796e+00,2.547128498554e-01,1.132114902139e-01,4.056340456009e-02
1.5659686799610783e+18,1.194583402566e-01,8.292499857163e-01,9.896534525959e+00,-1.309457272291e-01,-1.190690696239e-01,-2.963928319514e-02
1.5659686799640417e+18,1.230404840125e-01,8.325569621450e-01,9.850551917434e+00,2.799243330956e-01,-8.597771078348e-02,-2.374576404691e-02
1.5659686799725087e+18,1.126587444395e-01,7.840639449552e-01,9.820013751011e+00,4.643738269806e-03,-1.170881390572e-01,3.928211703897e-02
1.5659686799739254e+18,7.326935623543e-02,7.412588395432e-01,9.799579763916e+00,2.770784497261e-01,3.618784248829e-03,6.420779973269e-03
1.5659686799761446e+18,5.167600940218e-02,6.965507248275e-01,9.786258333459e+00,4.811707139015e-02,2.021239399910e-01,-4.226524382830e-02
1.5659686799797614e+18,3.138771631917e-02,6.717351035635e-01,9.829508850455e+00,-8.587743341923e-02,7.228348404169e-02,1.996047981083e-02
1.5659686799810015e+18,1.437578492498e-02,6.726378365237e-01,9.732316769378e+00,1.713846474886e-01,-1.590799540281e-01,6.243420019746e-02
1.5659686799839173e+18,1.489228992661e-02,6.504878896089e-01,9.795493901744e+00,5.934495478868e-02,-3.743516653776e-02,-3.912929072976e-02
1.5659686799914742e+18,-3.870533326162e-02,6.814047581711e-01,9.787736024384e+00,-1.839513182640e-01,1.596491932869e-01,-7.123344391584e-02
1.565968679995036e+18,-2.018562593201e-02,6.765951021749e-01,9.798764929600e+00,7.757234573364e-02,7.521042972803e-02,5.182742327452e-02
1.5659686799964204e+18,-1.220515237974e-02,6.641377526560e-01,9.783175524147e+00,-7.001411914825e-02,2.195180654526e-01,-4.406140372157e-02
1.565968679999772e+18,-1.893061339878e-02,6.881458462247e-01,9.778273658600e+00,3.380013704300e-01,3.875663131475e-02,6.438874453306e-02
1.565968680001486e+18,2.122988813082e-02,6.870767415163e-01,9.761399457002e+00,6.983487308025e-02,-2.302429378033e-01,2.602995373309e-02
1.56596868000402e+18,-3.568142444361e-02,6.730644700934e-01,9.865566145723e+00,-2.627545297146e-01,2.493083477020e-03,-6.115268170834e-02
1.5659686800196436e+18,5.029302141126e-03,7.112684504576e-01,9.831777994511e+00,1.337599754333e-01,2.771667242050e-01,2.530775964260e-04
1.565968680022835e+18,-4.513350615993e-02,7.633577862470e-01,9.834788322148e+00,1.303008198738e-01,-1.172263175249e-02,-3.333931416273e-02
1.5659686800239025e+18,-6.303919250434e-02,7.881290563247e-01,9.880276418600e+00,8.631566166878e-02,7.939043641090e-02,4.517390951514e-02
1.565968680031457e+18,-6.511442798596e-02,8.212590271637e-01,9.772148957050e+00,6.873048841953e-02,9.567698091269e-02,7.596386596560e-03
1.5659686800426455e+18,-2.466624654157e-02,8.619221237162e-01,9.741087052071e+00,1.263622939587e-01,6.935603916645e-02,8.881387114525e-02
1.5659686800442957e+18,-5.119342538612e-02,9.166390663621e-01,9.706488742781e+00,1.001822948456e-02,-1.327375024557e-01,6.811699271202e-02
1.5659686800514647e+18,-1.565321416984e-01,9.286057763158e-01,9.665348377779e+00,-1.249463558197e-01,-1.800905168056e-02,-3.254446387291e-02
1.5659686800537083e+18,-2.215208775456e-01,8.644765182355e-01,9.678133210027e+00,1.683178842068e-01,-1.021437346935e-02,5.790809914470e-02
1.5659686800543e+18,-2.272285171987e-01,8.766063850245e-01,9.683460613151e+00,-5.931119248271e-02,-1.265697181225e-01,5.544355139136e-02
1.5659686800562445e+18,-2.827498822262e-01,8.754883259588e-01,9.753543378663e+00,7.642912864685e-02,9.372381120920e-02,-3.288101032376e-02
1.5659686800616381e+18,-2.804249155899e-01,8.823146822734e-01,9.755980867255e+00,-1.471430659294e-01,-6.365142762661e-03,3.559752181172e-02
1.565968680063981e+18,-3.159824380168e-01,8.905556003127e-01,9.806844298260e+00,1.035784110427e-01,-2.289418429136e-01,-2.472840249538e-03
1.5659686800714685e+18,-2.816623648342e-01,8.825089653119e-01,9.814276008081e+00,2.078713774681e-01,4.561635851860e-02,-4.274551570415e-02
1.5659686800729974e+18,-2.637057239452e-01,9.419778416523e-01,9.834894706542e+00,-8.595977723598e-02,-8.438616991043e-02,4.106642678380e-02
1.5659686800739323e+18,-2.495035899892e-01,9.195007773387e-01,9.862849251964e+00,4.310856461525e-01,-6.366001814604e-02,-4.256263375282e-02
1.5659686800761116e+18,-2.680685800992e-01,9.085793525107e-01,9.816861967201e+00,1.870094835758e-01,1.174072250724e-01,-1.952024362981e-02
1.565968680079809e+18,-1.836614408701e-01,9.046402803445e-01,9.825105004160e+00,-3.893073201180e-01,1.645998209715e-01,6.802015751600e-02
1.5659686800810496e+18,-1.857060890117e-01,9.454993404582e-01,9.777489219825e+00,3.400009870529e-02,-1.212461292744e-02,1.878073997796e-02
1.5659686800843927e+18,-1.241545427034e-01,9.139104820105e-01,9.754970800040e+00,4.440252780914e-01,-1.212888956070e-01,-7.429929822683e-02
1.565968680096047e+18,-1.659816843642e-01,9.482267557505e-01,9.700022675922e+00,-3.031153082848e-01,5.702159553766e-02,3.645068407059e-02
1.5659686801001408e+18,-1.304087541014e-01,9.975900645055e-01,9.774570078812e+00,6.433038413525e-02,1.337110996246e-01,9.343864023685e-02
1.5659686801011615e+18,-1.564867310522e-01,9.882630903983e-01,9.712557329485e+00,2.755671143532e-01,-3.492716327310e-02,-4.144539684057e-02
1.565968680103969e+18,-1.171455300101e-01,9.820057736866e-01,9.736455239217e+00,-1.854363679886e-01,-6.560581177473e-02,-6.306310743093e-02
1.5659686801153495e+18,-5.422411109462e-02,9.267870123462e-01,9.777794344296e+00,-3.542387783527e-01,-5.354041606188e-02,-2.386651933193e-03
1.5659686801160374e+18,-7.971964992724e-02,9.241963039231e-01,9.815011346366e+00,1.825772672892e-01,7.579027116299e-02,9.443882852793e-03
1.5659686801210401e+18,-7.978840522595e-02,8.700267002173e-01,9.744448097491e+00,-1.184011995792e-01,2.719412744045e-02,2.405010908842e-02
1.565968680123977e+18,-2.507373676566e-02,8.706649335161e-01,9.850957581003e+00,-2.024922668934e-01,8.217159658670e-02,1.151083782315e-02
1.5659686801314483e+18,-7.096202595431e-02,8.523855957337e-01,9.794288601630e+00,3.795270323753e-01,6.166219711304e-02,-3.196880966425e-02
1.5659686801326863e+18,-7.546624694802e-02,8.630011654285e-01,9.826870283668e+00,-2.020464390516e-01,-1.547654718161e-02,5.525275319815e-02
1.5659686801340544e+18,-5.040763488675e-02,8.716454089181e-01,9.903150232406e+00,1.684647798538e-02,-4.195947200060e-02,-3.196803852916e-03
1.565968680136043e+18,-6.892621882346e-02,9.161118206283e-01,9.797284900556e+00,4.423016607761e-01,3.306846320629e-02,-4.875753819942e-02
1.5659686801398152e+18,-4.963708782434e-02,9.173248657602e-01,9.865441056380e+00,1.337701976299e-01,1.774034053087e-01,6.350975483656e-03
1.565968680141169e+18,-5.449522324748e-02,9.377813572466e-01,9.881982076085e+00,-1.362259089947e-01,1.250489205122e-01,3.185077384114e-02
1.5659686801439583e+18,-1.712691020070e-02,9.253584949765e-01,9.858100533183e+00,1.133658289909e-01,-9.884028136730e-02,-2.003041096032e-03
1.5659686801528855e+18,-6.047298865966e-02,9.351414752677e-01,9.801361410253e+00,1.556316316128e-01,-1.832716912031e-02,-1.686577498913e-02
1.5659686801560893e+18,-1.739018600309e-02,8.459008969927e-01,9.807137732139e+00,1.338102668524e-01,1.896708160639e-01,-2.674620598555e-03
1.5659686801612518e+18,-2.666276232081e-02,8.487349889439e-01,9.782399268787e+00,2.643091976643e-02,-5.366272479296e-02,1.839185133576e-02
1.5659686801640364e+18,-6.558373221930e-02,8.397189115381e-01,9.741512589648e+00,9.010064601898e-02,-1.569408625364e-01,8.532962203026e-02
1.5659686801725468e+18,-9.081768490551e-02,9.215255880058e-01,9.809220995770e+00,1.024221703410e-01,-9.279027581215e-02,6.738090515137e-02
1.5659686801740483e+18,-4.219091089457e-02,9.281836728507e-01,9.823734866688e+00,1.653999686241e-01,6.224548816681e-02,8.366686850786e-02
1.5659686801760602e+18,-1.144983596773e-01,9.346376837857e-01,9.810164426606e+00,1.402306556702e-01,2.326833307743e-01,-7.807148247957e-02
1.5659686801798223e+18,-6.826881477917e-02,1.003882891393e+00,9.817330759971e+00,3.856836631894e-02,8.928516507149e-02,-2.482043579221e-02
1.5659686801810524e+18,-1.009713209204e-01,9.845370792852e-01,9.788424600298e+00,9.356649219990e-02,-5.234438180923e-02,1.406582146883e-01
1.5659686801839089e+18,9.348208059615e-02,1.031604355621e+00,9.816395512550e+00,1.587849706411e-01,-2.767681330442e-02,4.780901223421e-02
1.5659686801914647e+18,1.371314842710e-01,1.007695632091e+00,9.788166238198e+00,-8.445902913809e-02,7.853519916534e-02,-9.564974904060e-02
1.5659686801949425e+18,2.996348976227e-01,9.922707717308e-01,9.828176122880e+00,1.673765778542e-01,-3.092749044299e-02,-4.311613738537e-02
1.5659686801960287e+18,2.648499041791e-01,9.642113763054e-01,9.794055958834e+00,-1.647669970989e-01,-1.605513319373e-02,-2.271316945553e-02
1.5659686802001705e+18,2.737972993524e-01,9.701459595905e-01,9.799203326828e+00,2.422338724136e-02,1.775402426720e-01,7.951863110065e-02
1.5659686802010803e+18,2.262324421620e-01,9.717363186039e-01,9.783341530564e+00,2.697597742081e-01,1.041305661201e-01,-1.261033117771e-03
1.5659686802039903e+18,2.452428073233e-01,9.351366528982e-01,9.779433365402e+00,5.455513671041e-02,-6.144316121936e-02,-6.392046064138e-02
1.5659686802127603e+18,1.590522316346e-01,9.371706699070e-01,9.846539705997e+00,2.788492143154e-01,1.960205659270e-02,-8.473470807076e-02
1.5659686802161787e+18,1.120520026750e-01,9.130975474161e-01,9.803131365998e+00,-8.134603500366e-03,1.840637624264e-02,1.217225342989e-01
1.5659686802210143e+18,3.625215370247e-02,8.695763931972e-01,9.790630615153e+00,1.360730081797e-01,5.016829073429e-02,-7.957009226084e-02
1.565968680225361e+18,2.593822870087e-03,8.454117918178e-01,9.827915422661e+00,3.631880134344e-02,-3.276717290282e-02,3.163404017687e-02
1.5659686802315054e+18,-3.728754749067e-02,8.449059544821e-01,9.778002436848e+00,3.987504541874e-02,-4.112838208675e-02,4.783275723457e-02
1.5659686802332078e+18,-1.586963261511e-01,8.251387695716e-01,9.836098837597e+00,4.743344336748e-02,1.263777911663e-01,3.242112696171e-03
1.5659686802347707e+18,-1.488309454474e-01,7.996366913137e-01,9.839007457078e+00,8.329348266125e-02,-1.611115783453e-02,7.734911888838e-02
1.5659686802393572e+18,-2.180887387082e-01,8.145802645828e-01,9.834522945693e+00,1.235122159123e-01,-1.096238866448e-01,-1.013198122382e-02
1.5659686802403848e+18,-2.248163460470e-01,7.991008968340e-01,9.885021630204e+00,5.433367565274e-02,1.591640710831e-01,-2.200205810368e-02
1.5659686802470659e+18,-2.286222185219e-01,8.227705477421e-01,9.799724727266e+00,5.009234324098e-02,-1.898420304060e-01,-6.715331226587e-03
1.5659686802515136e+18,-2.642187948352e-01,8.841543431775e-01,9.867331425231e+00,8.006021380424e-02,-1.933930367231e-01,-6.681589782238e-02
1.5659686802526487e+18,-2.133602592655e-01,8.791599027494e-01,9.769598069708e+00,-2.330130338669e-02,1.865802556276e-01,7.618011534214e-02
1.5659686802538696e+18,-1.615365191305e-01,9.264430897203e-01,9.737990214047e+00,-4.674218595028e-03,-1.883234083652e-01,-5.189196020365e-02
1.5659686802563392e+18,-1.792858711965e-01,9.127854085892e-01,9.798498384085e+00,1.834922730923e-01,3.635746240616e-02,-3.306708112359e-02
1.565968680260068e+18,-1.079851194500e-01,9.163218129009e-01,9.743664827776e+00,8.735342323780e-02,3.069581985474e-01,6.957346946001e-02
1.5659686802611553e+18,-6.700750028577e-02,9.334475083759e-01,9.707903304505e+00,-2.122003734112e-01,-8.380357176065e-02,2.180416882038e-02
1.5659686802639882e+18,-5.475200529093e-02,9.384202481413e-01,9.734930785921e+00,1.386493444443e-02,-3.205561637878e-01,-7.793630659580e-02
1.5659686802715062e+18,-2.215470535135e-02,9.081560069202e-01,9.773434922254e+00,2.562935948372e-01,1.469890773296e-01,-3.527964651585e-02
1.5659686802734003e+18,2.635517186521e-02,9.162929517500e-01,9.729770558274e+00,-2.655127346516e-01,-1.971188336611e-01,2.820113860071e-02
1.5659686802739187e+18,6.461780612530e-02,8.874500674106e-01,9.781807724793e+00,1.684606075287e-02,-1.025911197066e-01,-4.286339879036e-02
1.5659686802761457e+18,1.704577018028e-02,8.816126621778e-01,9.732024504559e+00,2.871057391167e-01,3.162451684475e-01,-4.343299195170e-03
1.5659686802800591e+18,9.953853831088e-02,8.995932322489e-01,9.767734589221e+00,-2.921718358994e-02,1.298909038305e-01,3.550837188959e-02
1.5659686802812495e+18,2.316261711327e-02,9.138460376179e-01,9.750065427315e+00,-4.032428562641e-02,-1.907259821892e-01,1.623287051916e-02
1.5659686802840468e+18,8.495264238076e-02,9.393097561184e-01,9.848065328352e+00,1.288057714701e-01,-2.879492938519e-03,-1.178478728980e-02
1.565968680291479e+18,6.530508511407e-02,9.528892564103e-01,9.812293283548e+00,-6.061603873968e-02,1.210994422436e-01,-2.868720702827e-02
1.5659686803012124e+18,5.351475697873e-02,1.018496716880e+00,9.819634975805e+00,-1.237099319696e-01,-5.213361233473e-02,9.184325113893e-03
1.5659686803023657e+18,1.965929352583e-02,9.911465020378e-01,9.780828053119e+00,-2.125154733658e-01,1.332699954510e-01,-1.326625514776e-02
1.5659686803039826e+18,-8.892689592460e-02,9.641055033746e-01,9.822137931716e+00,-1.604541391134e-01,-2.088243514299e-02,4.795562010258e-03
1.5659686803114627e+18,-1.274876220337e-01,9.868186445959e-01,9.848300309267e+00,-1.593977063894e-01,7.150734215975e-02,-9.174134582281e-03
1.5659686803136282e+18,-1.741070482005e-01,9.584596777308e-01,9.788540337167e+00,1.843579858541e-01,-4.567204415798e-02,1.820545457304e-02
1.5659686803142518e+18,-1.376616161198e-01,9.649562862632e-01,9.808164166183e+00,-4.931675791740e-01,-5.445131659508e-02,6.708234548569e-02
1.5659686803160205e+18,-1.602580066791e-01,9.835743589710e-01,9.794883652802e+00,1.767826080322e-02,1.253156065941e-01,2.125599049032e-02
1.5659686803201743e+18,-1.356608533674e-01,1.001233145476e+00,9.759963852210e+00,5.273336172104e-01,1.148127764463e-01,-4.306363314390e-02
1.5659686803210427e+18,-1.191382372134e-01,1.021468684759e+00,9.753454530158e+00,-1.163662225008e-01,-5.143744871020e-02,1.580542325974e-02
1.5659686803239542e+18,-7.139212103551e-02,1.051151538189e+00,9.828051033537e+00,-3.060675263405e-01,-5.890463665128e-02,5.702243000269e-02
1.5659686803326858e+18,-2.144743362229e-02,1.108238602386e+00,9.801442075343e+00,-2.799006402493e-01,1.820791512728e-04,6.157027930021e-02
1.565968680333938e+18,8.222743734119e-02,1.102243958680e+00,9.813444806936e+00,1.268598884344e-01,2.244232967496e-02,8.200852572918e-02
1.5659686803360448e+18,6.480433501285e-03,1.067902038702e+00,9.703915643313e+00,3.528300225735e-01,-1.668029092252e-02,-1.182526163757e-02
1.5659686803400763e+18,9.009337961746e-02,1.051121800244e+00,9.741070685241e+00,-1.275428980589e-01,1.075019016862e-01,-2.871770411730e-02
1.5659686803413484e+18,4.404435391156e-02,1.035827070794e+00,9.798685433569e+00,-1.099205017090e-01,1.566521227360e-01,2.399124018848e-02
1.565968680343942e+18,1.002667343743e-01,9.993234871478e-01,9.697320979934e+00,3.441486358643e-01,-1.848852783442e-01,4.244207404554e-03
1.5659686803514593e+18,6.559446381813e-02,9.815011054102e-01,9.701945778432e+00,2.442577481270e-02,-1.708063632250e-01,-2.041291259229e-02
1.5659686803537224e+18,3.483764677746e-02,9.179292694062e-01,9.697658838065e+00,2.152456492186e-01,1.272073090076e-01,3.928387910128e-02
1.5659686803560113e+18,-6.202258586405e-02,9.104804620931e-01,9.622995698307e+00,-1.596081405878e-01,-7.938995957375e-02,1.435196120292e-02
1.5659686803598006e+18,-9.515676714312e-02,9.488410964003e-01,9.709131985805e+00,-1.902876347303e-01,3.510800600052e-01,1.526750903577e-02
1.5659686803611098e+18,-1.448209625294e-01,9.440741110677e-01,9.593805457230e+00,3.004759550095e-01,2.430321276188e-02,-1.858704164624e-02
1.5659686803639068e+18,-1.726309647314e-01,9.496712746191e-01,9.577215337036e+00,1.552565991879e-01,-2.964032590389e-01,-1.747638173401e-02
1.565968680376088e+18,-3.209872538460e-01,8.563309515935e-01,9.738046328893e+00,-2.980030328035e-02,1.285238415003e-01,-1.196255441755e-02
1.5659686803798144e+18,-3.020627049422e-01,8.073559897169e-01,9.726304297519e+00,9.092156589031e-02,1.654915511608e-01,-1.425261609256e-03
1.5659686803810417e+18,-3.310671751935e-01,7.937840883103e-01,9.679901996713e+00,5.809623003006e-02,-1.037527993321e-01,3.861043602228e-02
1.5659686803839304e+18,-2.604146028830e-01,7.522751043050e-01,9.789235927436e+00,9.436564147472e-02,-1.047947257757e-01,-1.401732489467e-02
1.5659686803914545e+18,-2.867347303697e-01,7.055216473188e-01,9.784373809905e+00,1.187375485897e-01,5.140228569508e-02,-2.722001262009e-02
1.56596868039457e+18,-2.257317194606e-01,7.294668308851e-01,9.759637684672e+00,-2.860457077622e-02,7.375764101744e-02,8.131806552410e-02
1.5659686803959916e+18,-1.529324346536e-01,7.139304714966e-01,9.815191381495e+00,3.544017672539e-02,7.097152620554e-02,-3.054894134402e-02
1.5659686803997604e+18,-1.348390412291e-01,7.554544340739e-01,9.774331590719e+00,-1.869770511985e-02,1.004577428102e-01,1.161354184151e-01
1.5659686804010496e+18,-9.538245038316e-02,7.888036765935e-01,9.854426179876e+00,6.677448004484e-02,-3.547741845250e-02,2.746716141701e-03
1.5659686804066506e+18,-9.628358502006e-02,7.287890687695e-01,9.822592695775e+00,4.169413447380e-02,-1.311549544334e-01,-1.125541180372e-01
1.565968680415229e+18,-1.243530818483e-01,7.318125483236e-01,9.837864117105e+00,-7.754756510258e-02,-5.137481540442e-02,3.224162384868e-02
1.5659686804174013e+18,-1.346624036790e-01,6.700182669497e-01,9.777989577196e+00,7.695584744215e-02,7.503961771727e-02,6.866627931595e-02
1.5659686804197655e+18,-3.579644891649e-02,7.010542334257e-01,9.764822462564e+00,3.735698461533e-01,1.152896732092e-01,4.452672600746e-02
