Timestamp, latitude, longitude, altitude
1.5659686840128696e+18,4.37818649419919552201e+01,-7.94663079107956207281e+01,1.77281021118164062500e+02
1.5659686840315443e+18,4.37818649541580597884e+01,-7.94663078957855759654e+01,1.77278289794921875000e+02
1.5659686840535616e+18,4.37818649659944014729e+01,-7.94663078821875359381e+01,1.77274978637695312500e+02
1.5659686840720758e+18,4.37818649597118678685e+01,-7.94663078600343624203e+01,1.77272689819335937500e+02
1.5659686840937416e+18,4.37818649686414360644e+01,-7.94663078448344606386e+01,1.77273986816406250000e+02
1.5659686841125097e+18,4.37818649754125104323e+01,-7.94663078331823840017e+01,1.77278503417968750000e+02
1.5659686841318948e+18,4.37818649873945986428e+01,-7.94663078123107027295e+01,1.77285858154296875000e+02
1.5659686841523853e+18,4.37818649948080889089e+01,-7.94663077990686588237e+01,1.77292037963867187500e+02
1.5659686841715722e+18,4.37818650073267576772e+01,-7.94663077759187501670e+01,1.77294677734375000000e+02
1.5659686841945475e+18,4.37818650171397578674e+01,-7.94663077563760253952e+01,1.77291671752929687500e+02
1.5659686842118152e+18,4.37818650243228262298e+01,-7.94663077415439715878e+01,1.77288726806640625000e+02
1.5659686842315812e+18,4.37818650359743415379e+01,-7.94663077181923682701e+01,1.77289016723632812500e+02
1.5659686842526062e+18,4.37818650431419342794e+01,-7.94663077043688872436e+01,1.77289001464843750000e+02
1.5659686842718628e+18,4.37818650152678614518e+01,-7.94663077018415009434e+01,1.77290267944335937500e+02
1.5659686842960502e+18,4.37818650185182391965e+01,-7.94663076895724032056e+01,1.77289703369140625000e+02
1.5659686843120717e+18,4.37818650210952498014e+01,-7.94663076791069045157e+01,1.77288223266601562500e+02
1.5659686843326502e+18,4.37818650242308180509e+01,-7.94663076672056547523e+01,1.77288925170898437500e+02
1.5659686843529815e+18,4.37818650284761687885e+01,-7.94663076505106715786e+01,1.77290588378906250000e+02
1.5659686843880453e+18,4.37818650335373718008e+01,-7.94663076299237758349e+01,1.77295059204101562500e+02
1.565968684393691e+18,4.37818650372241719992e+01,-7.94663076148543865429e+01,1.77303924560546875000e+02
1.565968684411572e+18,4.37818650404330185211e+01,-7.94663076001528594361e+01,1.77311981201171875000e+02
1.5659686844315668e+18,4.37818650439447623057e+01,-7.94663075858903482640e+01,1.77316802978515625000e+02
1.565968684451552e+18,4.37818650477276349875e+01,-7.94663075718176799001e+01,1.77313186645507812500e+02
1.5659686844716012e+18,4.37818650279477381559e+01,-7.94663076032972526264e+01,1.77308105468750000000e+02
1.5659686844937344e+18,4.37818650338256105670e+01,-7.94663075946234584990e+01,1.77306320190429687500e+02
1.565968684511601e+18,4.37818650406105192019e+01,-7.94663075846563202731e+01,1.77305023193359375000e+02
1.5659686845316887e+18,4.37818650459501910177e+01,-7.94663075764215420804e+01,1.77301818847656250000e+02
1.565968684551685e+18,4.37818650531568707152e+01,-7.94663075646745653557e+01,1.77297973632812500000e+02
1.565968684571747e+18,4.37818650606501549305e+01,-7.94663075537700223094e+01,1.77299102783203125000e+02
1.565968684594486e+18,4.37818650707057983595e+01,-7.94663075413822781456e+01,1.77301712036132812500e+02
1.5659686846116163e+18,4.37818650791680070711e+01,-7.94663075330525856543e+01,1.77302978515625000000e+02
1.5659686846323617e+18,4.37818650854708977249e+01,-7.94663075281046076270e+01,1.77304733276367187500e+02
1.565968684652171e+18,4.37818650953140249271e+01,-7.94663075220056782655e+01,1.77307464599609375000e+02
1.5659686846717412e+18,4.37818650919586147552e+01,-7.94663075729330614649e+01,1.77309951782226562500e+02
1.56596868469501e+18,4.37818650992540483458e+01,-7.94663075728499848083e+01,1.77310455322265625000e+02
1.5659686847115768e+18,4.37818651069134361364e+01,-7.94663075724465670646e+01,1.77308944702148437500e+02
1.5659686847319452e+18,4.37818651174462090125e+01,-7.94663075711294766279e+01,1.77308975219726562500e+02
1.5659686847516877e+18,4.37818651282892048471e+01,-7.94663075691834990266e+01,1.77311431884765625000e+02
1.5659686847752653e+18,4.37818651395881630606e+01,-7.94663075667154572557e+01,1.77311508178710937500e+02
1.5659686847950228e+18,4.37818651538688001779e+01,-7.94663075634761213450e+01,1.77311538696289062500e+02
1.565968684814652e+18,4.37818651646670105038e+01,-7.94663075607826243640e+01,1.77312881469726562500e+02
1.5659686848320458e+18,4.37818651750312426429e+01,-7.94663075573415795816e+01,1.77315872192382812500e+02
1.5659686848515533e+18,4.37818651829169880330e+01,-7.94663075545175559000e+01,1.77322967529296875000e+02
1.5659686848721516e+18,4.37818651916487056042e+01,-7.94663076324986263899e+01,1.77331222534179687500e+02
1.5659686848938386e+18,4.37818652028971797563e+01,-7.94663076401163692708e+01,1.77334991455078125000e+02
1.5659686849195776e+18,4.37818652113333328657e+01,-7.94663076461203843337e+01,1.77331939697265625000e+02
1.565968684931608e+18,4.37818652197320332675e+01,-7.94663076521600117985e+01,1.77328598022460937500e+02
1.565968684951618e+18,4.37818652339898761738e+01,-7.94663076627797693163e+01,1.77323257446289062500e+02
1.5659686849720236e+18,4.37818652459157817702e+01,-7.94663076721654988432e+01,1.77317291259765625000e+02
1.5659686849940495e+18,4.37818652574248119436e+01,-7.94663076823580922792e+01,1.77315917968750000000e+02
1.5659686850115625e+18,4.37818652684265785524e+01,-7.94663076922540483338e+01,1.77317886352539062500e+02
1.5659686850316447e+18,4.37818652796644727232e+01,-7.94663077016753760518e+01,1.77319641113281250000e+02
1.5659686850519004e+18,4.37818652912956309819e+01,-7.94663077108237843049e+01,1.77325515747070312500e+02
