Timestamp, pitch, roll, yaw
1.5659686797516536e+18,-5.440000152588e+01,0.000000000000e+00,9.000000000000e+00
1.5659686797716524e+18,-5.440000152588e+01,0.000000000000e+00,9.000000000000e+00
1.5659686797937293e+18,-5.450000000000e+01,0.000000000000e+00,9.000000000000e+00
1.5659686798117873e+18,-5.450000000000e+01,0.000000000000e+00,9.000000000000e+00
1.5659686798316452e+18,-5.450000000000e+01,0.000000000000e+00,9.000000000000e+00
1.5659686798515717e+18,-5.450000000000e+01,0.000000000000e+00,9.000000000000e+00
1.56596867987162e+18,-5.450000000000e+01,0.000000000000e+00,9.000000000000e+00
1.565968679894371e+18,-5.450000000000e+01,0.000000000000e+00,9.000000000000e+00
1.565968679911672e+18,-5.450000000000e+01,0.000000000000e+00,9.000000000000e+00
1.565968679931608e+18,-5.450000000000e+01,0.000000000000e+00,9.000000000000e+00
1.5659686799515955e+18,-5.450000000000e+01,0.000000000000e+00,9.000000000000e+00
1.5659686799715853e+18,-5.450000000000e+01,0.000000000000e+00,9.000000000000e+00
1.5659686799937812e+18,-5.450000000000e+01,0.000000000000e+00,8.899999618530e+00
1.565968680019768e+18,-5.450000000000e+01,0.000000000000e+00,8.899999618530e+00
1.5659686800315884e+18,-5.450000000000e+01,0.000000000000e+00,8.899999618530e+00
1.5659686800516544e+18,-5.450000000000e+01,0.000000000000e+00,8.899999618530e+00
1.5659686800715858e+18,-5.450000000000e+01,0.000000000000e+00,8.899999618530e+00
1.565968680094277e+18,-5.450000000000e+01,0.000000000000e+00,9.000000000000e+00
1.5659686801144197e+18,-5.450000000000e+01,0.000000000000e+00,9.000000000000e+00
1.5659686801316052e+18,-5.450000000000e+01,0.000000000000e+00,9.000000000000e+00
1.56596868015302e+18,-5.450000000000e+01,0.000000000000e+00,9.000000000000e+00
1.5659686801717916e+18,-5.450000000000e+01,0.000000000000e+00,9.000000000000e+00
1.5659686801937257e+18,-5.450000000000e+01,0.000000000000e+00,8.899999618530e+00
1.5659686802116956e+18,-5.450000000000e+01,0.000000000000e+00,8.899999618530e+00
1.5659686802316306e+18,-5.450000000000e+01,0.000000000000e+00,8.899999618530e+00
1.565968680251643e+18,-5.450000000000e+01,0.000000000000e+00,8.899999618530e+00
1.565968680271753e+18,-5.450000000000e+01,0.000000000000e+00,8.899999618530e+00
1.5659686803006525e+18,-5.459999847412e+01,0.000000000000e+00,9.000000000000e+00
1.5659686803115822e+18,-5.459999847412e+01,0.000000000000e+00,9.000000000000e+00
1.5659686803315825e+18,-5.459999847412e+01,0.000000000000e+00,9.000000000000e+00
1.5659686803515945e+18,-5.459999847412e+01,0.000000000000e+00,9.000000000000e+00
1.5659686803744312e+18,-5.459999847412e+01,0.000000000000e+00,9.000000000000e+00
1.5659686803937196e+18,-5.459999847412e+01,0.000000000000e+00,9.000000000000e+00
1.5659686804153516e+18,-5.459999847412e+01,0.000000000000e+00,9.000000000000e+00
1.5659686804320614e+18,-5.459999847412e+01,0.000000000000e+00,9.000000000000e+00
1.5659686804521892e+18,-5.459999847412e+01,0.000000000000e+00,9.000000000000e+00
1.565968680471967e+18,-5.459999847412e+01,0.000000000000e+00,9.000000000000e+00
1.5659686804942574e+18,-5.459999847412e+01,0.000000000000e+00,9.000000000000e+00
1.5659686805115963e+18,-5.459999847412e+01,0.000000000000e+00,9.000000000000e+00
1.565968680531778e+18,-5.459999847412e+01,0.000000000000e+00,9.000000000000e+00
1.565968680552247e+18,-5.459999847412e+01,0.000000000000e+00,9.000000000000e+00
1.5659686805715615e+18,-5.459999847412e+01,0.000000000000e+00,9.000000000000e+00
1.565968680593741e+18,-5.450000000000e+01,0.000000000000e+00,9.000000000000e+00
1.565968680611544e+18,-5.450000000000e+01,0.000000000000e+00,9.000000000000e+00
1.565968680634099e+18,-5.450000000000e+01,0.000000000000e+00,9.000000000000e+00
1.565968680651602e+18,-5.450000000000e+01,0.000000000000e+00,9.000000000000e+00
1.5659686806719608e+18,-5.450000000000e+01,0.000000000000e+00,9.000000000000e+00
1.565968680696282e+18,-5.450000000000e+01,0.000000000000e+00,9.100000381470e+00
1.5659686807148785e+18,-5.450000000000e+01,0.000000000000e+00,9.100000381470e+00
1.5659686807323374e+18,-5.450000000000e+01,0.000000000000e+00,9.100000381470e+00
1.56596868075415e+18,-5.450000000000e+01,0.000000000000e+00,9.100000381470e+00
1.5659686807748124e+18,-5.450000000000e+01,0.000000000000e+00,9.100000381470e+00
1.5659686807937623e+18,-5.450000000000e+01,0.000000000000e+00,9.000000000000e+00
1.565968680814898e+18,-5.450000000000e+01,0.000000000000e+00,9.000000000000e+00
1.5659686808355784e+18,-5.450000000000e+01,0.000000000000e+00,9.000000000000e+00
1.5659686808551455e+18,-5.450000000000e+01,0.000000000000e+00,9.000000000000e+00
1.5659686808716874e+18,-5.450000000000e+01,0.000000000000e+00,9.000000000000e+00
1.5659686808941192e+18,-5.450000000000e+01,0.000000000000e+00,9.000000000000e+00
1.5659686809116352e+18,-5.450000000000e+01,0.000000000000e+00,9.000000000000e+00
1.5659686809316288e+18,-5.450000000000e+01,0.000000000000e+00,9.000000000000e+00
1.5659686809517688e+18,-5.450000000000e+01,0.000000000000e+00,9.000000000000e+00
1.5659686809716157e+18,-5.450000000000e+01,0.000000000000e+00,9.000000000000e+00
1.5659686809937395e+18,-5.450000000000e+01,0.000000000000e+00,9.100000381470e+00
1.5659686810132196e+18,-5.450000000000e+01,0.000000000000e+00,9.100000381470e+00
1.5659686810317975e+18,-5.450000000000e+01,0.000000000000e+00,9.100000381470e+00
1.5659686810516355e+18,-5.450000000000e+01,0.000000000000e+00,9.100000381470e+00
1.565968681071716e+18,-5.450000000000e+01,0.000000000000e+00,9.100000381470e+00
1.5659686810938604e+18,-5.450000000000e+01,0.000000000000e+00,9.100000381470e+00
1.5659686811116076e+18,-5.450000000000e+01,0.000000000000e+00,9.100000381470e+00
1.5659686811350188e+18,-5.450000000000e+01,0.000000000000e+00,9.100000381470e+00
1.5659686811515686e+18,-5.450000000000e+01,0.000000000000e+00,9.100000381470e+00
1.56596868117158e+18,-5.450000000000e+01,0.000000000000e+00,9.100000381470e+00
1.565968681193731e+18,-5.459999847412e+01,0.000000000000e+00,9.100000381470e+00
1.565968681211653e+18,-5.459999847412e+01,0.000000000000e+00,9.100000381470e+00
1.565968681231689e+18,-5.459999847412e+01,0.000000000000e+00,9.100000381470e+00
1.565968681251614e+18,-5.459999847412e+01,0.000000000000e+00,9.100000381470e+00
1.5659686812715868e+18,-5.459999847412e+01,0.000000000000e+00,9.100000381470e+00
1.5659686812937244e+18,-5.459999847412e+01,0.000000000000e+00,9.100000381470e+00
1.5659686813115553e+18,-5.459999847412e+01,0.000000000000e+00,9.100000381470e+00
1.565968681331665e+18,-5.459999847412e+01,0.000000000000e+00,9.100000381470e+00
1.5659686813517036e+18,-5.459999847412e+01,0.000000000000e+00,9.100000381470e+00
1.5659686813715978e+18,-5.459999847412e+01,0.000000000000e+00,9.100000381470e+00
1.5659686813945144e+18,-5.459999847412e+01,0.000000000000e+00,9.199999809265e+00
1.5659686814118725e+18,-5.459999847412e+01,0.000000000000e+00,9.199999809265e+00
1.5659686814339553e+18,-5.459999847412e+01,0.000000000000e+00,9.199999809265e+00
1.5659686814515205e+18,-5.459999847412e+01,0.000000000000e+00,9.199999809265e+00
1.5659686814715935e+18,-5.459999847412e+01,0.000000000000e+00,9.199999809265e+00
1.56596868149378e+18,-5.459999847412e+01,0.000000000000e+00,9.199999809265e+00
